Division,Date,Home_Team,Away_Team,Home_Goals,Away_Goals,Result,Home_Shots,Away_Shots,Home_Shots_on_Target,Away_Shots_on_Target,Home_Corners,Away_Corners,Home_Yellow_Cards,Away_Yellow_Cards,Home_Red_Cards,Away_Red_Cards
SP1,2015-09-22,Espanol,Valencia,1,0,H,17,10,5,4,7,6,5,7,0,0
SP1,2015-09-22,Granada,Sociedad,0,3,A,11,8,1,5,4,3,5,4,0,0
SP1,2015-09-23,Ath Bilbao,Real Madrid,1,2,A,11,22,5,6,6,8,4,3,0,0
SP1,2015-09-23,Celta,Barcelona,4,1,H,18,18,5,7,5,10,2,2,0,0
SP1,2015-09-23,Las Palmas,Sevilla,2,0,H,12,17,4,3,5,5,3,4,0,0
SP1,2015-09-23,Levante,Eibar,2,2,D,12,10,2,4,4,7,2,5,0,0
SP1,2015-09-23,Malaga,Villarreal,0,1,A,15,9,4,3,8,5,2,3,0,0
SP1,2015-09-23,Vallecano,Sp Gijon,2,1,H,18,5,6,2,4,4,2,1,0,1
SP1,2015-09-24,Betis,La Coruna,1,2,A,9,8,2,3,3,4,3,5,0,0
SP1,2015-09-25,Valencia,Granada,1,0,H,12,18,5,3,11,3,3,3,0,0
SP1,2015-09-26,Villarreal,Ath Madrid,1,0,H,5,9,2,4,1,5,2,2,0,0
SP1,2015-09-26,Sevilla,Vallecano,3,2,H,17,18,8,5,6,5,1,2,0,1
SP1,2015-09-26,Barcelona,Las Palmas,2,1,H,18,10,6,6,3,4,2,4,0,0
SP1,2015-09-26,Eibar,Celta,1,1,D,10,9,3,2,4,4,5,4,0,0
SP1,2015-09-26,Real Madrid,Malaga,0,0,D,31,12,9,3,12,6,4,4,0,1
SP1,2015-09-27,Getafe,Levante,3,0,H,15,10,8,3,4,4,2,3,0,0
SP1,2015-09-27,La Coruna,Espanol,3,0,H,14,7,5,3,7,5,4,3,0,1
SP1,2015-09-27,Sociedad,Ath Bilbao,0,0,D,14,9,4,2,4,2,3,4,0,0
SP1,2015-09-27,Sp Gijon,Betis,1,2,A,19,13,10,5,10,4,1,1,0,0
SP1,2015-10-17,Valencia,Malaga,3,0,H,6,10,3,3,6,8,3,3,0,0
SP1,2015-10-17,Barcelona,Vallecano,5,2,H,14,22,9,8,7,10,1,2,0,0
SP1,2015-10-17,Betis,Espanol,1,3,A,21,13,6,4,4,3,2,4,0,0
SP1,2015-10-17,Eibar,Sevilla,1,1,D,14,15,4,5,2,5,3,3,0,0
SP1,2015-10-17,Real Madrid,Levante,3,0,H,20,15,6,5,4,4,1,4,0,0
SP1,2015-10-18,Sociedad,Ath Madrid,0,2,A,11,7,1,3,5,2,4,5,2,0
SP1,2015-10-18,Villarreal,Celta,1,2,A,12,13,3,2,7,4,1,3,1,0
SP1,2015-10-18,Getafe,Las Palmas,4,0,H,14,16,7,3,5,1,2,1,0,1
SP1,2015-10-18,La Coruna,Ath Bilbao,2,2,D,16,7,3,2,4,6,2,2,0,0
SP1,2015-10-19,Sp Gijon,Granada,3,3,D,16,14,6,7,6,1,3,4,0,2
SP1,2015-10-23,Vallecano,Espanol,3,0,H,13,9,7,3,6,5,2,1,1,1
SP1,2015-10-24,Celta,Real Madrid,1,3,A,17,14,7,8,5,7,4,1,1,0
SP1,2015-10-24,Granada,Betis,1,1,D,17,7,7,2,3,3,3,3,0,0
SP1,2015-10-24,Malaga,La Coruna,2,0,H,9,10,4,1,3,5,0,1,0,0
SP1,2015-10-24,Sevilla,Getafe,5,0,H,22,6,13,0,7,3,1,1,0,1
SP1,2015-10-25,Ath Madrid,Valencia,2,1,H,16,6,8,1,9,2,4,4,0,0
SP1,2015-10-25,Barcelona,Eibar,3,1,H,14,7,5,5,6,2,3,5,1,0
SP1,2015-10-25,Las Palmas,Villarreal,0,0,D,6,5,2,0,6,6,1,2,0,0
SP1,2015-10-25,Levante,Sociedad,0,4,A,13,13,3,6,10,3,4,3,1,0
SP1,2015-10-26,Ath Bilbao,Sp Gijon,3,0,H,20,6,6,0,9,3,1,3,0,0
SP1,2015-10-30,La Coruna,Ath Madrid,1,1,D,7,12,3,3,1,5,2,0,0,0
SP1,2015-10-31,Villarreal,Sevilla,2,1,H,11,6,5,3,7,5,5,3,0,0
SP1,2015-10-31,Valencia,Levante,3,0,H,13,10,6,5,5,5,2,3,0,0
SP1,2015-10-31,Real Madrid,Las Palmas,3,1,H,17,8,11,5,6,3,0,3,0,0
SP1,2015-10-31,Getafe,Barcelona,0,2,A,6,14,0,6,3,5,3,0,0,0
SP1,2015-10-31,Sociedad,Celta,2,3,A,20,16,5,8,8,7,2,5,0,0
SP1,2015-11-21,Espanol,Malaga,2,0,H,7,14,3,5,3,8,3,2,0,0
SP1,2015-11-21,La Coruna,Celta,2,0,H,5,6,2,4,2,10,6,3,0,0
SP1,2015-11-21,Real Madrid,Barcelona,0,4,A,13,18,7,7,10,4,3,2,1,0
SP1,2015-11-21,Sociedad,Sevilla,2,0,H,14,12,7,5,7,5,2,1,0,0
SP1,2015-11-21,Valencia,Las Palmas,1,1,D,9,18,3,7,1,8,3,3,0,0
SP1,2015-11-22,Betis,Ath Madrid,0,1,A,6,11,3,4,2,6,1,4,0,0
SP1,2015-11-22,Granada,Ath Bilbao,2,0,H,8,11,1,6,2,7,6,3,0,0
SP1,2015-11-22,Sp Gijon,Levante,0,3,A,13,13,2,6,5,3,4,5,0,0
SP1,2015-11-22,Villarreal,Eibar,1,1,D,12,17,5,7,12,6,3,2,0,1
SP1,2015-11-23,Getafe,Vallecano,1,1,D,15,8,8,4,5,7,5,4,0,0
SP1,2015-11-27,Levante,Betis,0,1,A,14,11,1,5,7,4,6,4,1,1
SP1,2015-11-28,Malaga,Granada,2,2,D,12,11,7,4,7,4,2,6,1,0
SP1,2015-11-28,Las Palmas,La Coruna,0,2,A,8,10,5,5,6,4,4,3,0,0
SP1,2015-11-28,Ath Madrid,Espanol,1,0,H,21,5,6,0,6,2,0,4,0,0
SP1,2015-11-28,Barcelona,Sociedad,4,0,H,11,10,6,2,6,4,0,5,0,0
SP1,2015-11-28,Celta,Sp Gijon,2,1,H,6,9,4,2,3,5,3,0,0,0
SP1,2015-11-29,Eibar,Real Madrid,0,2,A,8,17,3,6,6,5,3,4,0,0
SP1,2015-11-29,Getafe,Villarreal,2,0,H,11,7,5,0,6,6,4,2,0,0
SP1,2015-11-29,Sevilla,Valencia,1,0,H,15,0,5,0,17,0,3,2,0,2
SP1,2015-11-29,Vallecano,Ath Bilbao,0,3,A,15,10,3,4,6,2,4,0,0,1
SP1,2015-12-13,Ath Madrid,Ath Bilbao,2,1,H,8,10,4,5,3,6,1,1,0,0
SP1,2015-12-13,Eibar,Valencia,1,1,D,14,6,5,1,9,2,4,4,1,1
SP1,2015-12-13,Vallecano,Malaga,1,2,A,13,15,3,5,6,7,1,2,0,0
SP1,2015-12-13,Villarreal,Real Madrid,1,0,H,7,20,3,1,3,9,2,2,0,0
SP1,2015-12-19,La Coruna,Eibar,2,0,H,13,13,3,1,9,8,0,2,1,0
SP1,2015-12-19,Valencia,Getafe,2,2,D,12,9,7,3,5,1,2,6,0,0
SP1,2015-12-19,Betis,Sevilla,0,0,D,12,8,0,2,8,8,7,5,0,0
SP1,2015-12-19,Espanol,Las Palmas,1,0,H,12,9,2,4,7,5,4,4,0,0
SP1,2015-12-20,Ath Bilbao,Levante,2,0,H,18,6,7,1,10,3,0,5,0,0
SP1,2015-12-20,Granada,Celta,0,2,A,11,10,1,4,9,3,4,2,0,0
SP1,2015-12-20,Malaga,Ath Madrid,1,0,H,17,6,4,3,4,1,3,4,0,1
SP1,2015-12-20,Real Madrid,Vallecano,10,2,H,30,9,15,4,10,4,1,2,0,2
SP1,2015-12-20,Sociedad,Villarreal,0,2,A,16,7,2,5,9,1,2,1,0,0
SP1,2015-12-30,Sevilla,Espanol,2,0,H,15,12,10,1,6,6,3,3,0,0
SP1,2015-12-30,Barcelona,Betis,4,0,H,16,11,7,4,2,3,1,3,0,0
SP1,2015-12-30,Celta,Ath Bilbao,0,1,A,7,13,3,5,3,3,3,4,0,0
SP1,2015-12-30,Eibar,Sp Gijon,2,0,H,16,6,5,0,5,7,3,3,0,0
SP1,2015-12-30,Getafe,La Coruna,0,0,D,15,10,5,3,9,2,3,1,0,0
SP1,2015-12-30,Las Palmas,Granada,4,1,H,7,11,4,4,4,4,2,5,0,1
SP1,2015-12-30,Levante,Malaga,0,1,A,7,9,1,5,6,5,7,5,0,0
SP1,2015-12-30,Real Madrid,Sociedad,3,1,H,23,13,13,2,13,2,1,4,0,0
SP1,2015-12-30,Vallecano,Ath Madrid,0,2,A,10,17,3,6,3,8,3,3,0,0
SP1,2015-12-31,Villarreal,Valencia,1,0,H,9,6,3,2,3,6,1,3,0,0
SP1,2016-01-16,Celta,Levante,4,3,H,14,17,6,7,6,2,1,4,0,0
SP1,2016-01-16,Sevilla,Malaga,2,1,H,8,14,4,3,6,4,2,2,1,1
SP1,2016-01-16,Sociedad,La Coruna,1,1,D,16,7,6,4,9,4,1,3,0,0
SP1,2016-01-16,Villarreal,Betis,0,0,D,9,15,2,2,7,11,2,1,0,0
SP1,2016-01-17,Real Madrid,Sp Gijon,5,1,H,17,9,10,2,4,4,1,1,0,0
SP1,2016-01-17,Las Palmas,Ath Madrid,0,3,A,11,11,3,5,3,4,0,2,0,0
SP1,2016-01-17,Valencia,Vallecano,2,2,D,13,18,5,8,7,9,1,3,0,0
SP1,2016-01-17,Barcelona,Ath Bilbao,6,0,H,20,9,8,3,6,2,2,2,0,1
SP1,2016-01-17,Getafe,Espanol,3,1,H,18,13,4,6,3,7,2,2,0,0
SP1,2016-01-18,Eibar,Granada,5,1,H,12,4,7,1,3,2,1,4,0,0
SP1,2016-01-22,Sp Gijon,Sociedad,5,1,H,11,9,7,3,6,2,2,2,0,0
SP1,2016-01-23,Espanol,Villarreal,2,2,D,11,14,5,5,3,9,3,1,1,0
SP1,2016-01-23,Granada,Getafe,3,2,H,20,9,9,2,5,3,3,3,0,0
SP1,2016-01-23,Malaga,Barcelona,1,2,A,15,12,9,6,4,3,3,3,0,0
SP1,2016-01-23,Vallecano,Celta,3,0,H,26,3,10,1,7,1,3,5,0,0
SP1,2016-01-24,La Coruna,Valencia,1,1,D,10,10,2,3,8,6,3,3,0,0
SP1,2016-01-24,Betis,Real Madrid,1,1,D,4,18,2,8,1,9,3,2,0,0
SP1,2016-01-24,Ath Bilbao,Eibar,5,2,H,10,9,5,2,7,2,2,2,0,0
SP1,2016-01-24,Ath Madrid,Sevilla,0,0,D,21,7,3,1,8,5,4,3,0,1
SP1,2016-01-25,Levante,Las Palmas,3,2,H,12,13,8,4,2,4,2,4,1,0
SP1,2016-01-30,Barcelona,Ath Madrid,2,1,H,10,7,4,4,8,6,0,3,0,2
SP1,2016-01-30,Eibar,Malaga,1,2,A,11,7,3,4,1,2,1,3,0,0
SP1,2016-01-30,Getafe,Ath Bilbao,0,1,A,11,13,3,3,7,5,2,5,1,0
SP1,2016-01-30,Sociedad,Betis,2,1,H,11,8,4,1,3,4,1,4,0,0
SP1,2016-01-30,Villarreal,Granada,1,0,H,12,7,6,2,8,0,4,3,0,0
SP1,2016-01-31,Las Palmas,Celta,2,1,H,13,5,5,2,7,3,6,2,0,1
SP1,2016-01-31,Real Madrid,Espanol,6,0,H,18,15,7,5,3,1,1,5,0,0
SP1,2016-01-31,Sevilla,Levante,3,1,H,14,22,8,4,5,9,1,1,0,0
SP1,2016-01-31,Valencia,Sp Gijon,0,1,A,16,7,3,3,6,3,0,2,0,0
SP1,2016-02-13,Villarreal,Malaga,1,0,H,12,7,5,2,5,1,2,1,0,0
SP1,2016-02-13,Valencia,Espanol,2,1,H,17,19,4,6,9,9,1,3,0,0
SP1,2016-02-13,Real Madrid,Ath Bilbao,4,2,H,19,10,9,3,5,2,1,2,1,0
SP1,2016-02-13,La Coruna,Betis,2,2,D,25,4,11,2,11,0,1,0,0,0
SP1,2016-02-14,Barcelona,Celta,6,1,H,19,10,11,4,1,1,0,4,0,0
SP1,2016-02-14,Eibar,Levante,2,0,H,15,8,6,3,8,2,3,2,0,0
SP1,2016-02-14,Getafe,Ath Madrid,0,1,A,11,6,0,3,5,4,2,3,0,0
SP1,2016-02-14,Sevilla,Las Palmas,2,0,H,9,11,5,3,8,3,1,3,0,0
SP1,2016-02-14,Sociedad,Granada,3,0,H,12,15,6,2,7,13,1,2,0,0
SP1,2016-02-17,Sp Gijon,Barcelona,1,3,A,6,17,2,8,1,4,2,1,0,0
SP1,2016-02-19,Levante,Getafe,3,0,H,12,14,6,6,6,8,2,2,0,0
SP1,2016-02-20,Betis,Sp Gijon,1,1,D,17,4,6,3,10,4,2,3,0,0
SP1,2016-02-20,Celta,Eibar,3,2,H,14,7,9,3,6,1,3,2,0,0
SP1,2016-02-20,Espanol,La Coruna,1,0,H,16,17,9,3,7,4,3,1,0,0
SP1,2016-02-20,Las Palmas,Barcelona,1,2,A,16,13,3,8,3,6,1,2,0,0
SP1,2016-02-21,Vallecano,Sevilla,2,2,D,13,14,4,7,3,17,6,2,0,0
SP1,2016-02-21,Malaga,Real Madrid,1,1,D,11,14,5,7,6,6,5,2,0,0
SP1,2016-02-21,Granada,Valencia,1,2,A,15,10,4,6,6,3,2,3,0,0
SP1,2016-02-21,Ath Madrid,Villarreal,0,0,D,12,5,3,0,10,2,2,2,0,0
SP1,2016-02-21,Ath Bilbao,Sociedad,0,1,A,9,9,2,4,9,3,7,6,0,0
SP1,2016-02-26,Eibar,Las Palmas,0,1,A,10,12,4,4,6,6,4,1,0,0
SP1,2016-02-27,Betis,Vallecano,2,2,D,20,11,4,4,8,8,2,3,0,0
SP1,2016-02-27,Getafe,Celta,0,1,A,14,9,2,3,4,5,3,4,0,0
SP1,2016-02-27,Real Madrid,Ath Madrid,0,1,A,15,9,3,5,2,5,3,4,0,0
SP1,2016-02-27,Sociedad,Malaga,1,1,D,11,8,3,3,8,3,4,5,0,0
SP1,2016-02-27,Sp Gijon,Espanol,2,4,A,13,12,5,7,5,2,5,2,1,0
SP1,2016-02-28,Barcelona,Sevilla,2,1,H,17,11,8,4,6,7,3,2,0,0
SP1,2016-02-28,La Coruna,Granada,0,1,A,13,10,2,3,6,6,2,3,1,0
SP1,2016-02-28,Valencia,Ath Bilbao,0,3,A,9,13,3,4,7,7,2,0,0,0
SP1,2016-02-28,Villarreal,Levante,3,0,H,9,7,3,1,3,4,0,2,0,1
SP1,2016-03-13,Sevilla,Villarreal,4,2,H,14,13,4,6,5,8,1,1,1,0
SP1,2016-03-13,Levante,Valencia,1,0,H,13,6,6,1,8,0,2,4,0,0
SP1,2016-03-13,Ath Bilbao,Betis,3,1,H,18,3,9,1,5,6,1,0,0,0
SP1,2016-03-13,Las Palmas,Real Madrid,1,2,A,15,12,6,4,6,5,4,3,0,1
SP1,2016-03-14,Granada,Espanol,1,1,D,8,10,1,2,2,8,5,3,1,0
SP1,2016-03-18,Getafe,Eibar,1,1,D,8,20,4,6,3,3,1,2,0,0
SP1,2016-03-19,Betis,Malaga,0,1,A,16,13,5,5,5,7,3,2,0,0
SP1,2016-03-19,Granada,Vallecano,2,2,D,11,22,2,6,6,12,1,5,1,0
SP1,2016-03-19,La Coruna,Levante,2,1,H,15,7,6,1,2,1,2,3,0,0
SP1,2016-03-19,Sociedad,Las Palmas,0,1,A,13,12,3,7,11,5,4,5,0,0
SP1,2016-03-19,Sp Gijon,Ath Madrid,2,1,H,12,4,3,1,7,2,5,2,0,0
SP1,2016-03-20,Villarreal,Barcelona,2,2,D,15,15,6,6,4,4,8,4,0,0
SP1,2016-03-20,Espanol,Ath Bilbao,2,1,H,16,14,7,4,6,2,3,3,0,0
SP1,2016-03-20,Real Madrid,Sevilla,4,0,H,26,8,12,4,8,8,2,2,0,0
SP1,2016-03-20,Valencia,Celta,0,2,A,14,13,4,6,4,5,1,0,0,0
SP1,2016-04-15,Levante,Espanol,2,1,H,12,10,4,2,4,6,5,0,0,0
SP1,2016-04-16,Las Palmas,Sp Gijon,1,1,D,10,12,4,2,3,10,2,5,0,0
SP1,2016-04-16,Getafe,Real Madrid,1,5,A,12,21,5,11,5,6,4,1,0,0
SP1,2016-04-16,Celta,Betis,1,1,D,18,9,5,4,12,4,4,3,0,0
SP1,2016-04-16,Eibar,Sociedad,2,1,H,9,7,4,4,2,0,3,3,0,0
SP1,2016-04-17,Ath Madrid,Granada,3,0,H,8,11,3,0,4,2,3,5,0,0
SP1,2016-04-17,Barcelona,Valencia,1,2,A,22,7,7,2,7,2,3,3,0,0
SP1,2016-04-17,Malaga,Ath Bilbao,0,1,A,17,6,7,3,8,2,3,5,0,0
SP1,2016-04-17,Sevilla,La Coruna,1,1,D,12,5,3,4,10,0,2,2,0,0
SP1,2016-04-17,Vallecano,Villarreal,2,1,H,14,6,6,2,4,3,2,3,0,0
SP1,2016-04-19,Betis,Las Palmas,1,0,H,20,3,6,0,6,3,2,1,0,1
SP1,2016-04-19,Espanol,Celta,1,1,D,8,3,3,1,2,2,1,1,0,0
SP1,2016-04-20,Sp Gijon,Sevilla,2,1,H,14,18,2,8,5,7,2,1,0,0
SP1,2016-04-20,Valencia,Eibar,4,0,H,9,9,6,2,6,3,1,2,0,0
SP1,2016-04-20,Real Madrid,Villarreal,3,0,H,20,5,6,2,11,1,2,1,0,0
SP1,2016-04-20,Malaga,Vallecano,1,1,D,12,11,4,4,7,7,1,3,0,0
SP1,2016-04-20,La Coruna,Barcelona,0,8,A,16,19,5,10,6,2,1,0,0,0
SP1,2016-04-20,Ath Bilbao,Ath Madrid,0,1,A,12,8,6,2,6,4,0,0,0,0
SP1,2016-04-21,Granada,Levante,5,1,H,13,15,6,5,3,4,6,5,0,1
SP1,2016-04-21,Sociedad,Getafe,1,2,A,14,7,5,3,8,2,2,4,0,0
SP1,2016-04-22,Las Palmas,Espanol,4,0,H,14,11,9,5,5,5,4,4,0,0
SP1,2016-04-23,Ath Madrid,Malaga,1,0,H,14,7,4,4,10,4,3,3,0,0
SP1,2016-04-23,Barcelona,Sp Gijon,6,0,H,24,5,10,3,6,1,0,2,0,1
SP1,2016-04-23,Eibar,La Coruna,1,1,D,9,9,2,1,11,7,0,1,0,0
SP1,2016-04-23,Vallecano,Real Madrid,2,3,A,11,16,6,6,4,6,6,1,0,0
SP1,2016-04-24,Sevilla,Betis,2,0,H,13,8,3,2,8,5,5,4,0,0
SP1,2016-04-24,Villarreal,Sociedad,0,0,D,8,7,3,2,3,5,4,1,0,0
SP1,2016-04-24,Getafe,Valencia,2,2,D,18,5,11,4,8,2,4,1,0,0
SP1,2016-04-24,Levante,Ath Bilbao,2,2,D,10,19,5,8,4,9,2,1,0,0
SP1,2016-04-25,Celta,Granada,2,1,H,15,11,4,3,4,4,2,2,0,0
SP1,2016-04-29,Sp Gijon,Eibar,2,0,H,3,12,3,6,1,5,2,2,0,0
SP1,2016-04-30,Ath Madrid,Vallecano,1,0,H,12,13,6,3,5,7,1,1,0,0
SP1,2016-04-30,Betis,Barcelona,0,2,A,2,11,1,4,2,4,3,3,1,0
SP1,2016-04-30,Granada,Las Palmas,3,2,H,14,12,5,6,4,3,3,2,0,0
SP1,2016-04-30,Sociedad,Real Madrid,0,1,A,11,18,4,6,6,6,4,4,0,0
SP1,2016-05-13,Valencia,Sociedad,0,1,A,8,14,0,7,4,6,2,2,0,0
SP1,2016-05-14,Ath Bilbao,Sevilla,3,1,H,13,8,6,4,7,6,1,2,1,2
SP1,2016-05-14,Ath Madrid,Celta,2,0,H,12,7,5,4,4,4,4,5,0,0
SP1,2016-05-14,Granada,Barcelona,0,3,A,8,12,2,10,5,6,5,2,0,0
SP1,2016-05-14,La Coruna,Real Madrid,0,2,A,10,16,2,5,4,8,1,3,0,0
SP1,2016-05-15,Sp Gijon,Villarreal,2,0,H,16,10,7,5,4,1,1,2,0,0
SP1,2016-05-15,Malaga,Las Palmas,4,1,H,14,12,8,7,3,6,1,1,0,0
SP1,2016-05-15,Vallecano,Levante,3,1,H,21,8,9,2,9,3,1,3,0,0
SP1,2016-05-15,Betis,Getafe,2,1,H,7,14,4,5,3,2,1,8,0,1
SP1,2016-05-15,Espanol,Eibar,4,2,H,11,13,7,8,3,4,4,3,0,0
SP1,2016-08-19,Malaga,Osasuna,1,1,D,14,8,4,3,5,3,2,3,0,0
SP1,2016-08-19,La Coruna,Eibar,2,1,H,11,12,6,6,1,8,3,3,0,0
SP1,2016-08-20,Barcelona,Betis,6,2,H,30,6,12,2,10,2,1,3,0,0
SP1,2016-08-20,Granada,Villarreal,1,1,D,7,12,1,3,7,3,2,3,0,0
SP1,2016-08-20,Sevilla,Espanol,6,4,H,16,10,11,7,8,2,2,2,0,0
SP1,2016-08-21,Ath Madrid,Alaves,1,1,D,27,2,6,1,20,2,0,4,0,0
SP1,2016-08-21,Sociedad,Real Madrid,0,3,A,8,18,0,8,4,7,2,3,0,0
SP1,2016-08-21,Sp Gijon,Ath Bilbao,2,1,H,12,13,4,4,2,5,3,3,0,0
SP1,2016-08-22,Celta,Leganes,0,1,A,10,15,2,6,8,4,4,1,0,1
SP1,2016-08-22,Valencia,Las Palmas,2,4,A,17,6,8,4,12,1,2,2,0,0
SP1,2016-08-26,Betis,La Coruna,0,0,D,15,12,5,1,13,2,0,2,0,0
SP1,2016-08-26,Espanol,Malaga,2,2,D,7,9,2,3,3,4,2,4,0,0
SP1,2016-08-27,Eibar,Valencia,1,0,H,13,13,6,3,6,10,2,2,0,0
SP1,2016-08-27,Leganes,Ath Madrid,0,0,D,6,10,1,3,1,8,3,1,0,0
SP1,2016-08-27,Osasuna,Sociedad,0,2,A,8,5,3,4,10,1,2,1,0,0
SP1,2016-08-27,Real Madrid,Celta,2,1,H,24,8,10,3,7,2,0,2,0,0
SP1,2016-08-28,Villarreal,Sevilla,0,0,D,12,6,5,0,5,1,1,3,0,0
SP1,2016-08-28,Las Palmas,Granada,5,1,H,15,13,10,2,6,4,5,1,0,0
SP1,2016-08-28,Alaves,Sp Gijon,0,0,D,13,7,2,1,4,6,1,1,0,0
SP1,2016-08-28,Ath Bilbao,Barcelona,0,1,A,9,12,4,3,4,4,5,4,0,0
SP1,2016-09-16,Betis,Granada,2,2,D,23,15,7,8,7,3,4,3,1,1
SP1,2016-09-17,Ath Madrid,Sp Gijon,5,0,H,18,10,7,1,1,4,0,2,0,0
SP1,2016-09-17,Eibar,Sevilla,1,1,D,10,8,2,4,4,2,1,1,2,0
SP1,2016-09-17,Las Palmas,Malaga,1,0,H,6,10,2,2,2,2,3,1,0,0
SP1,2016-09-17,Leganes,Barcelona,1,5,A,15,10,6,7,2,5,4,2,0,0
SP1,2016-09-18,Ath Bilbao,Valencia,2,1,H,13,10,4,2,7,1,4,4,0,0
SP1,2016-09-18,Espanol,Real Madrid,0,2,A,11,13,2,7,4,5,4,2,0,0
SP1,2016-09-18,Osasuna,Celta,0,0,D,9,13,2,5,3,5,4,1,0,0
SP1,2016-09-18,Villarreal,Sociedad,2,1,H,9,15,4,2,3,6,2,3,0,1
SP1,2016-09-19,Alaves,La Coruna,0,0,D,9,16,1,1,4,5,3,4,0,0
SP1,2016-09-20,Sevilla,Betis,1,0,H,12,8,3,3,6,2,5,4,0,0
SP1,2016-09-20,Malaga,Eibar,2,1,H,14,12,6,3,7,5,2,4,0,0
SP1,2016-09-21,Barcelona,Ath Madrid,1,1,D,19,9,7,4,8,2,2,4,0,0
SP1,2016-09-21,Celta,Sp Gijon,2,1,H,16,4,5,1,8,0,2,3,0,0
SP1,2016-09-21,Granada,Ath Bilbao,1,2,A,13,13,2,8,6,3,1,0,0,0
SP1,2016-09-21,Real Madrid,Villarreal,1,1,D,22,8,6,3,17,3,4,1,0,0
SP1,2016-09-21,Sociedad,Las Palmas,4,1,H,17,8,7,3,7,4,1,2,0,1
SP1,2016-09-22,La Coruna,Leganes,1,2,A,12,8,5,2,7,1,0,3,0,0
SP1,2016-09-22,Osasuna,Espanol,1,2,A,17,10,11,2,7,1,2,1,0,0
SP1,2016-09-22,Valencia,Alaves,2,1,H,12,8,2,1,7,4,2,3,0,0
SP1,2016-09-23,Betis,Malaga,1,0,H,11,16,4,6,6,5,4,6,0,0
SP1,2016-09-24,Ath Bilbao,Sevilla,3,1,H,14,5,7,2,4,5,2,2,0,1
SP1,2016-09-24,Eibar,Sociedad,2,0,H,17,3,3,0,5,3,4,2,0,1
SP1,2016-09-24,Las Palmas,Real Madrid,2,2,D,8,27,6,11,0,5,3,2,0,0
SP1,2016-09-24,Sp Gijon,Barcelona,0,5,A,10,13,3,7,4,3,1,0,1,0
SP1,2016-09-25,Villarreal,Osasuna,3,1,H,12,11,5,3,5,5,0,2,0,0
SP1,2016-09-25,Leganes,Valencia,1,2,A,7,10,3,4,1,5,4,4,0,0
SP1,2016-09-25,Ath Madrid,La Coruna,1,0,H,21,8,5,1,10,0,1,2,0,1
SP1,2016-09-25,Espanol,Celta,0,2,A,10,12,2,4,4,7,2,3,0,0
SP1,2016-09-26,Alaves,Granada,3,1,H,16,13,6,3,5,6,3,3,0,0
SP1,2016-09-30,Sociedad,Betis,1,0,H,16,5,8,2,4,2,2,3,0,0
SP1,2016-10-14,Las Palmas,Espanol,0,0,D,13,5,8,2,8,4,2,3,0,0
SP1,2016-10-15,Ath Madrid,Granada,7,1,H,17,9,11,2,11,3,1,1,0,0
SP1,2016-10-15,Barcelona,La Coruna,4,0,H,25,7,8,0,8,2,1,2,0,1
SP1,2016-10-15,Betis,Real Madrid,1,6,A,13,22,2,9,2,5,4,1,0,0
SP1,2016-10-15,Leganes,Sevilla,2,3,A,19,5,6,4,5,2,2,5,0,0
SP1,2016-10-16,Sp Gijon,Valencia,1,2,A,10,7,2,3,4,4,5,1,0,0
SP1,2016-10-16,Alaves,Malaga,1,1,D,8,12,4,5,6,7,3,3,1,1
SP1,2016-10-16,Ath Bilbao,Sociedad,3,2,H,15,6,11,3,7,4,3,3,0,0
SP1,2016-10-16,Villarreal,Celta,5,0,H,11,4,5,1,3,5,1,4,0,1
SP1,2016-10-17,Eibar,Osasuna,2,3,A,13,8,5,4,5,0,1,2,0,0
SP1,2016-10-21,Osasuna,Betis,1,2,A,13,12,5,6,6,4,3,2,1,0
SP1,2016-10-22,Espanol,Eibar,3,3,D,11,8,5,3,7,6,1,6,1,0
SP1,2016-10-22,Granada,Sp Gijon,0,0,D,12,3,1,3,3,3,4,1,0,0
SP1,2016-10-22,Sociedad,Alaves,3,0,H,16,10,5,3,4,2,3,5,0,0
SP1,2016-10-22,Valencia,Barcelona,2,3,A,7,15,4,8,3,1,5,4,0,0
SP1,2016-10-23,Celta,La Coruna,4,1,H,9,11,7,1,5,4,3,5,0,0
SP1,2016-10-23,Malaga,Leganes,4,0,H,24,14,8,5,5,8,1,3,0,0
SP1,2016-10-23,Real Madrid,Ath Bilbao,2,1,H,24,10,8,3,6,4,2,3,0,0
SP1,2016-10-23,Sevilla,Ath Madrid,1,0,H,12,9,5,3,4,5,4,2,0,1
SP1,2016-10-23,Villarreal,Las Palmas,2,1,H,14,8,4,4,2,1,2,3,0,0
SP1,2016-10-28,Leganes,Sociedad,0,2,A,7,9,4,5,1,4,5,2,0,0
SP1,2016-10-29,Barcelona,Granada,1,0,H,15,1,5,0,8,1,1,4,0,0
SP1,2016-10-29,Sp Gijon,Sevilla,1,1,D,9,20,5,6,3,4,6,2,0,0
SP1,2016-10-29,Alaves,Real Madrid,1,4,A,8,15,3,5,4,3,5,1,0,0
SP1,2016-10-29,Ath Madrid,Malaga,4,2,H,16,6,7,3,6,2,2,4,1,1
SP1,2016-10-30,Ath Bilbao,Osasuna,1,1,D,18,7,4,3,9,2,2,1,0,0
SP1,2016-10-30,Betis,Espanol,0,1,A,13,10,5,5,8,3,3,3,0,0
