Division,Date,Home_Team,Away_Team,Home_Goals,Away_Goals,Result,Home_Shots,Away_Shots,Home_Shots_on_Target,Away_Shots_on_Target,Home_Corners,Away_Corners,Home_Yellow_Cards,Away_Yellow_Cards,Home_Red_Cards,Away_Red_Cards
SP1,2016-10-30,Eibar,Villarreal,2,1,H,13,6,9,1,3,7,2,3,0,0
SP1,2016-10-30,Las Palmas,Celta,3,3,D,17,9,8,6,8,1,2,6,0,1
SP1,2016-10-31,La Coruna,Valencia,1,1,D,16,10,4,3,5,6,1,5,0,0
SP1,2016-11-18,Betis,Las Palmas,2,0,H,10,9,3,3,4,5,0,1,0,0
SP1,2016-11-19,Ath Madrid,Real Madrid,0,3,A,16,12,5,7,8,6,4,2,0,0
SP1,2016-11-19,Barcelona,Malaga,0,0,D,28,4,8,1,14,1,0,2,0,2
SP1,2016-11-19,Eibar,Celta,1,0,H,12,6,5,2,7,0,2,5,0,2
SP1,2016-11-19,La Coruna,Sevilla,2,3,A,4,20,3,7,3,14,3,2,0,0
SP1,2016-11-20,Sp Gijon,Sociedad,1,3,A,4,20,1,9,3,5,2,1,0,0
SP1,2016-11-20,Alaves,Espanol,0,1,A,10,10,4,3,2,5,5,2,0,0
SP1,2016-11-20,Ath Bilbao,Villarreal,1,0,H,12,6,5,2,6,5,0,2,0,0
SP1,2016-11-20,Valencia,Granada,1,1,D,14,9,7,5,11,2,1,5,0,0
SP1,2016-11-21,Leganes,Osasuna,2,0,H,15,5,5,2,3,2,2,3,0,0
SP1,2016-11-25,Eibar,Betis,3,1,H,16,7,9,2,5,1,0,1,0,1
SP1,2016-11-26,Espanol,Leganes,3,0,H,8,8,4,3,3,4,1,2,0,0
SP1,2016-11-26,Malaga,La Coruna,4,3,H,10,24,4,8,2,5,3,1,0,0
SP1,2016-11-26,Real Madrid,Sp Gijon,2,1,H,19,9,7,3,5,6,1,3,0,0
SP1,2016-11-26,Sevilla,Valencia,2,1,H,6,10,1,4,3,6,0,1,0,0
SP1,2016-11-27,Celta,Granada,3,1,H,16,7,6,1,5,0,0,3,0,0
SP1,2016-11-27,Osasuna,Ath Madrid,0,3,A,11,7,1,5,7,4,2,2,0,0
SP1,2016-11-27,Sociedad,Barcelona,1,1,D,17,10,6,2,8,6,2,4,0,0
SP1,2016-11-27,Villarreal,Alaves,0,2,A,23,10,10,7,12,1,2,3,0,0
SP1,2016-11-28,Las Palmas,Ath Bilbao,3,1,H,10,10,4,3,5,3,3,4,0,1
SP1,2016-12-16,Alaves,Betis,1,0,H,10,6,2,3,6,4,6,1,0,0
SP1,2016-12-17,Sevilla,Malaga,4,1,H,9,16,5,3,3,6,2,3,1,0
SP1,2016-12-17,Sp Gijon,Villarreal,1,3,A,16,14,7,9,12,2,2,1,0,0
SP1,2016-12-17,Ath Madrid,Las Palmas,1,0,H,16,11,3,3,8,5,2,1,0,0
SP1,2016-12-17,Granada,Sociedad,0,2,A,10,18,4,6,5,9,0,1,0,0
SP1,2016-12-18,Barcelona,Espanol,4,1,H,14,4,7,1,5,2,0,3,0,0
SP1,2016-12-18,La Coruna,Osasuna,2,0,H,8,13,4,3,5,1,1,3,0,0
SP1,2016-12-18,Leganes,Eibar,1,1,D,8,15,2,4,3,6,2,2,1,0
SP1,2016-12-19,Ath Bilbao,Celta,2,1,H,10,10,7,4,9,7,4,2,0,1
SP1,2017-01-14,Ath Madrid,Betis,1,0,H,6,10,3,6,9,2,1,3,0,0
SP1,2017-01-14,Barcelona,Las Palmas,5,0,H,22,7,10,1,5,1,3,4,0,0
SP1,2017-01-14,La Coruna,Villarreal,0,0,D,13,4,3,1,10,0,0,1,0,0
SP1,2017-01-14,Leganes,Ath Bilbao,0,0,D,15,10,5,2,4,8,3,3,0,0
SP1,2017-01-15,Valencia,Espanol,2,1,H,10,6,5,3,6,3,5,0,0,0
SP1,2017-01-15,Celta,Alaves,1,0,H,13,9,4,1,7,4,4,3,0,1
SP1,2017-01-15,Granada,Osasuna,1,1,D,8,13,4,3,3,5,2,4,2,0
SP1,2017-01-15,Sevilla,Real Madrid,2,1,H,9,10,4,3,6,1,3,1,0,0
SP1,2017-01-15,Sp Gijon,Eibar,2,3,A,10,18,4,7,2,4,4,0,0,0
SP1,2017-01-16,Malaga,Sociedad,0,2,A,5,11,1,5,8,8,0,2,0,0
SP1,2017-01-20,Las Palmas,La Coruna,1,1,D,9,7,3,1,4,5,0,1,1,0
SP1,2017-01-21,Alaves,Leganes,2,2,D,8,13,3,4,4,3,3,2,0,0
SP1,2017-01-21,Espanol,Granada,3,1,H,17,7,8,4,10,5,0,3,0,0
SP1,2017-01-21,Real Madrid,Malaga,2,1,H,14,10,7,6,5,4,2,3,0,0
SP1,2017-01-21,Villarreal,Valencia,0,2,A,20,13,5,5,7,2,2,2,0,0
SP1,2017-01-22,Ath Bilbao,Ath Madrid,2,2,D,8,11,5,5,2,6,2,3,0,0
SP1,2017-01-22,Betis,Sp Gijon,0,0,D,16,7,4,1,9,5,2,2,0,0
SP1,2017-01-22,Eibar,Barcelona,0,4,A,14,14,6,7,8,5,3,1,0,0
SP1,2017-01-22,Osasuna,Sevilla,3,4,A,14,13,7,9,3,6,5,3,0,0
SP1,2017-01-22,Sociedad,Celta,1,0,H,17,11,6,5,4,3,2,2,0,0
SP1,2017-01-27,Osasuna,Malaga,1,1,D,14,14,2,5,4,6,1,0,0,0
SP1,2017-01-28,Villarreal,Granada,2,0,H,18,7,6,0,7,4,3,2,0,0
SP1,2017-01-28,Leganes,Celta,0,2,A,6,3,0,3,8,0,1,1,0,0
SP1,2017-01-28,Alaves,Ath Madrid,0,0,D,19,8,4,2,7,2,3,2,0,0
SP1,2017-01-28,Eibar,La Coruna,3,1,H,12,20,6,7,9,10,0,2,0,0
SP1,2017-01-29,Ath Bilbao,Sp Gijon,2,1,H,11,5,6,3,5,0,4,3,0,0
SP1,2017-01-29,Betis,Barcelona,1,1,D,17,10,7,4,8,2,2,3,0,0
SP1,2017-01-29,Espanol,Sevilla,3,1,H,16,12,8,5,7,4,2,2,0,1
SP1,2017-01-29,Real Madrid,Sociedad,3,0,H,7,9,4,3,0,3,2,1,0,1
SP1,2017-01-30,Las Palmas,Valencia,3,1,H,9,8,4,3,6,3,1,3,0,1
SP1,2017-02-13,Eibar,Granada,4,0,H,25,13,9,3,7,8,2,2,0,0
SP1,2017-02-17,Granada,Betis,4,1,H,10,6,8,2,4,7,4,1,1,1
SP1,2017-02-18,Sp Gijon,Ath Madrid,1,4,A,15,11,2,6,12,3,1,1,0,0
SP1,2017-02-18,La Coruna,Alaves,0,1,A,16,6,4,4,10,6,5,3,0,0
SP1,2017-02-18,Real Madrid,Espanol,2,0,H,12,3,3,1,13,2,3,4,0,0
SP1,2017-02-18,Sevilla,Eibar,2,0,H,11,11,5,3,5,2,2,3,0,0
SP1,2017-02-19,Sociedad,Villarreal,0,1,A,16,7,0,3,7,4,2,4,0,0
SP1,2017-02-19,Valencia,Ath Bilbao,2,0,H,15,15,5,5,3,1,0,1,0,0
SP1,2017-02-19,Barcelona,Leganes,2,1,H,13,11,6,6,4,4,1,3,0,0
SP1,2017-02-19,Celta,Osasuna,3,0,H,11,8,4,3,3,5,1,0,0,0
SP1,2017-02-20,Malaga,Las Palmas,2,1,H,13,13,6,4,2,6,3,3,1,0
SP1,2017-02-22,Valencia,Real Madrid,2,1,H,8,22,5,5,3,11,5,2,0,0
SP1,2017-02-24,Las Palmas,Sociedad,0,1,A,18,9,7,2,6,1,2,2,0,0
SP1,2017-02-25,Alaves,Valencia,2,1,H,13,5,5,2,2,1,4,2,0,1
SP1,2017-02-25,Betis,Sevilla,1,2,A,15,13,4,4,4,4,3,3,0,0
SP1,2017-02-25,Eibar,Malaga,3,0,H,8,4,4,2,2,2,2,4,0,1
SP1,2017-02-25,Leganes,La Coruna,4,0,H,7,11,5,3,2,7,2,5,0,1
SP1,2017-02-26,Ath Bilbao,Granada,3,1,H,14,7,7,2,0,3,1,5,0,0
SP1,2017-02-26,Ath Madrid,Barcelona,1,2,A,12,15,4,6,6,5,4,2,0,0
SP1,2017-02-26,Espanol,Osasuna,3,0,H,18,4,6,1,10,2,1,4,0,1
SP1,2017-02-26,Sp Gijon,Celta,1,1,D,20,16,6,5,7,5,2,4,1,0
SP1,2017-02-26,Villarreal,Real Madrid,2,3,A,11,25,4,6,5,5,4,1,0,0
SP1,2017-02-28,Valencia,Leganes,1,0,H,16,3,6,0,7,3,3,2,0,1
SP1,2017-02-28,Sociedad,Eibar,2,2,D,14,13,7,4,3,5,3,4,1,1
SP1,2017-02-28,Malaga,Betis,1,2,A,15,11,4,5,7,5,3,5,0,0
SP1,2017-03-13,Osasuna,Eibar,1,1,D,10,14,6,7,6,6,4,4,0,0
SP1,2017-03-17,Las Palmas,Villarreal,1,0,H,19,8,10,3,8,5,2,2,0,1
SP1,2017-03-18,Alaves,Sociedad,1,0,H,10,10,5,2,5,8,3,3,0,1
SP1,2017-03-18,Ath Bilbao,Real Madrid,1,2,A,12,9,5,4,5,5,1,4,0,0
SP1,2017-03-18,Betis,Osasuna,2,0,H,9,13,5,5,5,0,0,3,0,0
SP1,2017-03-18,Eibar,Espanol,1,1,D,16,4,4,1,6,2,2,4,0,0
SP1,2017-03-19,Ath Madrid,Sevilla,3,1,H,15,9,8,2,2,2,4,3,0,0
SP1,2017-03-19,Barcelona,Valencia,4,2,H,28,6,12,5,6,3,3,4,0,1
SP1,2017-03-19,La Coruna,Celta,0,1,A,9,9,2,2,3,1,4,4,0,0
SP1,2017-03-19,Leganes,Malaga,0,0,D,14,8,2,1,6,7,4,2,0,0
SP1,2017-03-19,Sp Gijon,Granada,3,1,H,15,12,11,5,6,3,2,4,0,0
SP1,2017-03-31,Espanol,Betis,2,1,H,8,10,5,3,4,4,3,2,0,0
SP1,2017-04-14,Ath Bilbao,Las Palmas,5,1,H,18,8,7,2,14,5,1,2,0,0
SP1,2017-04-15,Sp Gijon,Real Madrid,2,3,A,4,18,2,6,4,8,5,1,0,0
SP1,2017-04-15,La Coruna,Malaga,2,0,H,11,11,4,3,1,4,3,4,0,0
SP1,2017-04-15,Barcelona,Sociedad,3,2,H,16,14,9,7,5,4,3,2,0,0
SP1,2017-04-15,Ath Madrid,Osasuna,3,0,H,19,3,8,0,5,2,1,5,0,0
SP1,2017-04-16,Betis,Eibar,2,0,H,6,10,4,3,4,6,4,4,0,0
SP1,2017-04-16,Granada,Celta,0,3,A,17,15,4,4,8,1,5,2,0,0
SP1,2017-04-16,Leganes,Espanol,0,1,A,15,7,5,2,5,1,1,1,0,0
SP1,2017-04-16,Valencia,Sevilla,0,0,D,14,10,3,2,4,2,3,2,0,0
SP1,2017-04-17,Alaves,Villarreal,2,1,H,11,11,5,5,5,11,2,4,0,0
SP1,2017-04-21,Sevilla,Granada,2,0,H,28,9,12,2,7,2,1,2,0,0
SP1,2017-04-22,Espanol,Ath Madrid,0,1,A,10,13,2,3,5,3,3,2,0,0
SP1,2017-04-22,Malaga,Valencia,2,0,H,10,13,4,2,7,6,3,3,0,0
SP1,2017-04-22,Osasuna,Sp Gijon,2,2,D,7,12,1,4,1,5,3,4,0,0
SP1,2017-04-22,Villarreal,Leganes,2,1,H,11,8,5,4,3,8,1,3,0,0
SP1,2017-04-23,Sociedad,La Coruna,1,0,H,17,5,3,1,11,1,1,3,0,0
SP1,2017-04-23,Real Madrid,Barcelona,2,3,A,22,16,14,9,7,4,2,2,1,0
SP1,2017-04-23,Celta,Betis,0,1,A,8,17,4,6,5,6,3,5,0,0
SP1,2017-04-23,Las Palmas,Alaves,1,1,D,14,12,3,5,3,9,4,1,1,0
SP1,2017-04-24,Eibar,Ath Bilbao,0,1,A,7,9,2,3,5,5,4,2,1,0
SP1,2017-04-25,Ath Madrid,Villarreal,0,1,A,23,6,9,2,5,1,2,6,0,0
SP1,2017-04-25,Granada,Malaga,0,2,A,3,17,1,6,2,4,5,0,0,0
SP1,2017-04-25,Sp Gijon,Espanol,1,1,D,16,14,6,5,7,2,1,2,0,0
SP1,2017-04-26,Barcelona,Osasuna,7,1,H,19,3,9,2,10,1,0,0,0,0
SP1,2017-04-26,La Coruna,Real Madrid,2,6,A,19,22,7,11,4,5,3,1,0,0
SP1,2017-04-26,Leganes,Las Palmas,3,0,H,16,7,5,0,6,3,1,0,0,0
SP1,2017-04-26,Valencia,Sociedad,2,3,A,14,8,3,2,2,3,4,3,0,0
SP1,2017-04-27,Alaves,Eibar,0,0,D,14,6,4,4,3,2,4,2,0,1
SP1,2017-04-27,Ath Bilbao,Betis,2,1,H,18,9,9,3,11,1,1,3,0,0
SP1,2017-04-27,Sevilla,Celta,2,1,H,16,10,5,1,5,1,1,2,0,1
SP1,2017-04-28,Villarreal,Sp Gijon,3,1,H,18,14,6,7,4,7,2,1,0,0
SP1,2017-04-29,Sociedad,Granada,2,1,H,13,5,5,3,7,1,0,3,0,0
SP1,2017-04-29,Las Palmas,Ath Madrid,0,5,A,15,8,3,7,7,1,4,4,1,0
SP1,2017-04-29,Espanol,Barcelona,0,3,A,6,15,3,9,4,5,3,0,0,0
SP1,2017-04-29,Real Madrid,Valencia,2,1,H,20,9,5,2,2,3,3,4,0,0
SP1,2017-04-30,Betis,Alaves,1,4,A,11,9,3,5,4,0,1,5,0,0
SP1,2017-04-30,Celta,Ath Bilbao,0,3,A,5,22,0,12,0,11,1,1,0,0
SP1,2017-04-30,Eibar,Leganes,2,0,H,9,12,5,1,2,11,1,1,0,0
SP1,2017-04-30,Osasuna,La Coruna,2,2,D,16,15,5,5,7,7,2,3,0,0
SP1,2017-05-13,Espanol,Valencia,0,1,A,15,9,3,3,7,2,0,4,0,0
SP1,2017-05-13,Osasuna,Granada,2,1,H,19,9,7,3,8,3,1,3,0,0
SP1,2017-05-14,Real Madrid,Sevilla,4,1,H,14,11,7,6,4,5,4,2,0,0
SP1,2017-05-14,Villarreal,La Coruna,0,0,D,21,3,4,1,11,3,2,4,0,0
SP1,2017-05-14,Sociedad,Malaga,2,2,D,15,9,5,4,9,3,1,2,0,0
SP1,2017-05-14,Las Palmas,Barcelona,1,4,A,11,11,5,5,3,6,0,1,0,0
SP1,2017-05-14,Eibar,Sp Gijon,0,1,A,10,11,2,4,5,6,2,2,0,0
SP1,2017-05-14,Betis,Ath Madrid,1,1,D,13,5,5,2,3,5,4,4,0,0
SP1,2017-05-14,Ath Bilbao,Leganes,1,1,D,15,5,6,2,10,1,2,7,0,0
SP1,2017-05-14,Alaves,Celta,3,1,H,11,15,4,4,4,4,1,3,0,0
SP1,2017-05-17,Celta,Real Madrid,1,4,A,17,13,6,8,4,6,4,2,1,0
SP1,2017-05-19,Granada,Espanol,1,2,A,16,5,7,3,3,3,0,3,0,0
SP1,2017-05-20,La Coruna,Las Palmas,3,0,H,9,13,5,4,0,9,4,2,0,1
SP1,2017-05-20,Leganes,Alaves,1,1,D,15,17,4,5,8,4,0,1,0,0
SP1,2017-05-20,Sevilla,Osasuna,5,0,H,17,5,7,2,1,1,3,1,0,0
SP1,2017-05-20,Sp Gijon,Betis,2,2,D,11,21,5,9,2,3,0,2,0,0
SP1,2017-05-21,Celta,Sociedad,2,2,D,13,18,5,8,3,7,2,1,0,0
SP1,2017-05-21,Malaga,Real Madrid,0,2,A,22,16,6,8,9,7,2,0,0,0
SP1,2017-05-21,Ath Madrid,Ath Bilbao,3,1,H,12,16,4,1,2,5,2,0,0,0
SP1,2017-05-21,Barcelona,Eibar,4,2,H,18,6,11,4,10,4,1,2,0,1
SP1,2017-05-21,Valencia,Villarreal,1,3,A,16,14,5,6,9,0,2,2,0,0
SP1,2017-08-18,Valencia,Las Palmas,1,0,H,22,5,6,4,5,2,3,3,0,1
SP1,2017-08-18,Leganes,Alaves,1,0,H,16,6,9,3,4,2,0,1,0,0
SP1,2017-08-19,Girona,Ath Madrid,2,2,D,13,9,6,3,6,0,2,4,0,1
SP1,2017-08-19,Sevilla,Espanol,1,1,D,9,9,4,6,7,3,2,4,1,0
SP1,2017-08-19,Celta,Sociedad,2,3,A,16,13,5,6,5,4,3,1,0,0
SP1,2017-08-20,Ath Bilbao,Getafe,0,0,D,12,8,2,2,7,6,1,3,0,1
SP1,2017-08-20,Barcelona,Betis,2,0,H,15,3,2,0,8,0,2,1,0,0
SP1,2017-08-20,La Coruna,Real Madrid,0,3,A,12,16,6,8,4,4,5,1,0,1
SP1,2017-08-21,Levante,Villarreal,1,0,H,14,9,3,1,11,6,1,3,0,0
SP1,2017-08-21,Malaga,Eibar,0,1,A,10,13,4,6,3,7,2,3,0,0
SP1,2017-08-25,Betis,Celta,2,1,H,10,9,3,2,4,6,2,2,0,0
SP1,2017-08-25,Sociedad,Villarreal,3,0,H,15,6,9,1,10,4,2,2,0,0
SP1,2017-08-26,Alaves,Barcelona,0,2,A,11,23,2,11,1,14,2,3,0,0
SP1,2017-08-26,Girona,Malaga,1,0,H,15,7,4,2,2,3,3,4,0,0
SP1,2017-08-26,Las Palmas,Ath Madrid,1,5,A,10,8,4,6,4,2,4,1,0,0
SP1,2017-08-26,Levante,La Coruna,2,2,D,24,11,5,4,6,5,0,2,1,0
SP1,2017-08-27,Real Madrid,Valencia,2,2,D,22,7,6,3,13,4,3,5,0,0
SP1,2017-08-27,Getafe,Sevilla,0,1,A,15,6,3,3,7,5,0,1,0,0
SP1,2017-08-27,Espanol,Leganes,0,1,A,17,12,2,8,9,1,3,3,0,0
SP1,2017-08-27,Eibar,Ath Bilbao,0,1,A,14,10,5,4,4,3,1,1,1,0
SP1,2017-09-15,Eibar,Leganes,1,0,H,10,5,4,2,8,1,2,5,0,0
SP1,2017-09-16,Ath Madrid,Malaga,1,0,H,17,9,4,4,8,4,2,2,0,0
SP1,2017-09-16,Betis,La Coruna,2,1,H,17,11,7,3,6,4,2,3,0,0
SP1,2017-09-16,Getafe,Barcelona,1,2,A,13,7,4,5,3,4,2,4,0,0
SP1,2017-09-16,Levante,Valencia,1,1,D,9,13,2,5,1,3,2,1,0,0
SP1,2017-09-17,Alaves,Villarreal,0,3,A,16,16,2,6,2,3,2,2,0,0
SP1,2017-09-17,Girona,Sevilla,0,1,A,13,13,0,8,8,1,2,5,0,0
SP1,2017-09-17,Las Palmas,Ath Bilbao,1,0,H,12,11,3,5,7,6,2,3,0,0
SP1,2017-09-17,Sociedad,Real Madrid,1,3,A,10,18,5,6,4,6,3,2,0,0
SP1,2017-09-18,Espanol,Celta,2,1,H,9,11,3,1,3,5,1,4,0,0
SP1,2017-09-19,Barcelona,Eibar,6,1,H,11,13,10,4,7,7,0,2,0,0
SP1,2017-09-19,Valencia,Malaga,5,0,H,16,11,11,2,4,9,0,1,0,0
SP1,2017-09-20,La Coruna,Alaves,1,0,H,15,8,3,3,5,2,0,2,0,0
SP1,2017-09-20,Sevilla,Las Palmas,1,0,H,14,6,9,0,12,0,2,2,0,0
SP1,2017-09-20,Real Madrid,Betis,0,1,A,27,12,7,4,12,3,0,3,0,0
SP1,2017-09-20,Ath Bilbao,Ath Madrid,1,2,A,12,16,7,9,6,0,0,2,0,0
SP1,2017-09-20,Leganes,Girona,0,0,D,12,10,1,0,6,3,2,3,0,0
SP1,2017-09-21,Celta,Getafe,1,1,D,8,10,4,3,3,2,2,4,0,0
SP1,2017-09-21,Levante,Sociedad,3,0,H,13,13,9,3,3,6,2,0,0,1
SP1,2017-09-21,Villarreal,Espanol,0,0,D,14,10,5,3,5,5,5,2,0,0
SP1,2017-09-23,Alaves,Real Madrid,1,2,A,8,21,3,7,5,13,5,2,0,0
SP1,2017-09-23,Ath Madrid,Sevilla,2,0,H,13,11,4,0,7,6,4,3,0,0
SP1,2017-09-23,Girona,Barcelona,0,3,A,13,9,2,5,9,3,3,0,0,0
SP1,2017-09-23,Malaga,Ath Bilbao,3,3,D,15,8,7,7,5,1,7,2,1,0
SP1,2017-09-24,Sociedad,Valencia,2,3,A,18,13,6,4,7,6,3,7,1,1
SP1,2017-09-24,Las Palmas,Leganes,0,2,A,8,9,3,3,3,2,1,3,0,0
SP1,2017-09-24,Getafe,Villarreal,4,0,H,17,6,8,1,7,4,1,4,0,0
SP1,2017-09-24,Espanol,La Coruna,4,1,H,17,21,5,6,4,6,1,2,0,0
SP1,2017-09-24,Eibar,Celta,0,4,A,9,10,0,6,4,4,2,1,0,0
SP1,2017-09-25,Betis,Levante,4,0,H,14,8,6,1,6,3,1,0,0,0
SP1,2017-09-29,Celta,Girona,3,3,D,16,10,9,6,5,6,2,5,0,0
SP1,2017-09-30,La Coruna,Getafe,2,1,H,15,10,9,3,8,5,6,3,0,0
SP1,2017-09-30,Leganes,Ath Madrid,0,0,D,7,11,3,2,2,6,2,1,0,0
SP1,2017-09-30,Levante,Alaves,0,2,A,13,8,0,3,8,4,2,4,0,0
SP1,2017-09-30,Sevilla,Malaga,2,0,H,12,11,5,4,4,6,2,1,0,0
SP1,2017-10-13,Espanol,Levante,0,0,D,20,13,6,3,9,4,2,3,0,0
SP1,2017-10-14,Ath Madrid,Barcelona,1,1,D,5,15,4,7,2,1,3,2,0,0
SP1,2017-10-14,Getafe,Real Madrid,1,2,A,8,16,3,6,4,7,2,3,0,0
SP1,2017-10-14,Alaves,Sociedad,0,2,A,8,13,0,6,4,9,1,1,0,0
SP1,2017-10-14,Ath Bilbao,Sevilla,1,0,H,15,14,2,6,6,6,5,5,0,0
SP1,2017-10-15,Eibar,La Coruna,0,0,D,15,11,6,3,10,1,2,2,0,0
SP1,2017-10-15,Girona,Villarreal,1,2,A,14,5,3,2,8,1,3,4,0,0
SP1,2017-10-15,Betis,Valencia,3,6,A,13,13,6,9,7,5,1,4,0,0
SP1,2017-10-15,Malaga,Leganes,0,2,A,13,19,5,9,4,2,4,3,1,0
SP1,2017-10-16,Las Palmas,Celta,2,5,A,24,14,11,7,14,3,2,1,0,1
SP1,2017-10-21,Barcelona,Malaga,2,0,H,12,13,4,5,4,3,1,4,0,0
SP1,2017-10-21,Betis,Alaves,2,0,H,12,7,5,3,6,5,2,2,0,0
SP1,2017-10-21,Levante,Getafe,1,1,D,5,9,1,5,3,2,1,3,0,0
SP1,2017-10-21,Valencia,Sevilla,4,0,H,18,18,8,5,7,10,2,4,0,0
SP1,2017-10-22,Celta,Ath Madrid,0,1,A,19,4,8,2,4,4,3,5,0,0
SP1,2017-10-22,Leganes,Ath Bilbao,1,0,H,15,7,4,1,4,3,3,4,0,0
SP1,2017-10-22,Real Madrid,Eibar,3,0,H,15,9,7,2,5,2,1,1,0,0
SP1,2017-10-22,Villarreal,Las Palmas,4,0,H,25,16,9,5,9,6,1,5,0,0
SP1,2017-10-23,La Coruna,Girona,1,2,A,15,13,6,6,9,7,3,8,0,0
SP1,2017-10-23,Sociedad,Espanol,1,1,D,19,4,5,1,10,1,4,4,1,0
SP1,2017-10-28,Sevilla,Leganes,2,1,H,9,10,5,1,5,6,0,3,0,0
SP1,2017-10-28,Ath Madrid,Villarreal,1,1,D,18,12,6,4,11,6,0,4,0,0
SP1,2017-10-28,Alaves,Valencia,1,2,A,16,7,6,2,6,4,5,1,0,0
SP1,2017-10-28,Ath Bilbao,Barcelona,0,2,A,17,17,5,5,6,4,1,4,0,0
SP1,2017-10-29,Eibar,Levante,2,2,D,16,3,6,2,6,2,1,3,0,0
SP1,2017-10-29,Getafe,Sociedad,2,1,H,10,15,5,4,8,7,3,2,0,0
SP1,2017-10-29,Girona,Real Madrid,2,1,H,15,15,4,6,2,7,2,1,0,0
SP1,2017-10-29,Malaga,Celta,2,1,H,15,10,4,2,4,1,2,3,0,0
SP1,2017-10-30,Espanol,Betis,1,0,H,10,9,4,4,5,3,2,5,0,0
SP1,2017-10-30,Las Palmas,La Coruna,1,3,A,13,15,5,5,8,5,1,1,0,0
SP1,2017-11-17,Girona,Sociedad,1,1,D,14,14,4,5,3,6,4,2,0,0
SP1,2017-11-18,Sevilla,Celta,2,1,H,12,11,5,5,1,2,3,2,0,0
SP1,2017-11-18,Ath Madrid,Real Madrid,0,0,D,7,14,1,3,7,9,6,2,0,0
SP1,2017-11-18,Getafe,Alaves,4,1,H,13,11,8,5,4,5,3,3,0,0
SP1,2017-11-18,Leganes,Barcelona,0,3,A,18,11,7,7,6,3,1,2,0,0
SP1,2017-11-19,Las Palmas,Levante,0,2,A,10,11,5,6,3,5,1,4,0,0
SP1,2017-11-19,Malaga,La Coruna,3,2,H,14,12,5,4,5,4,4,5,0,0
SP1,2017-11-19,Ath Bilbao,Villarreal,1,1,D,15,7,3,4,9,7,1,3,0,0
SP1,2017-11-19,Espanol,Valencia,0,2,A,12,7,4,3,3,4,0,4,0,0
SP1,2017-11-20,Eibar,Betis,5,0,H,17,4,7,0,5,2,2,2,0,1
SP1,2017-11-24,Celta,Leganes,1,0,H,14,9,7,2,3,4,2,3,0,0
SP1,2017-11-25,Alaves,Eibar,1,2,A,6,11,2,6,2,5,7,3,1,1
SP1,2017-11-25,Betis,Girona,2,2,D,12,13,6,7,3,5,2,1,0,0
SP1,2017-11-25,Levante,Ath Madrid,0,5,A,17,16,2,11,2,3,2,1,0,0
SP1,2017-11-25,Real Madrid,Malaga,3,2,H,16,9,9,3,6,0,1,2,0,0
SP1,2017-11-26,La Coruna,Ath Bilbao,2,2,D,14,10,4,3,5,2,4,1,0,0
SP1,2017-11-26,Sociedad,Las Palmas,2,2,D,16,8,3,7,11,3,4,3,1,0
SP1,2017-11-26,Valencia,Barcelona,1,1,D,8,12,1,8,3,9,4,0,0,0
SP1,2017-11-26,Villarreal,Sevilla,2,3,A,19,15,4,4,6,6,4,3,1,0
SP1,2017-11-27,Espanol,Getafe,1,0,H,10,7,5,4,6,4,3,6,0,0
SP1,2017-12-15,Sevilla,Levante,0,0,D,16,10,6,2,8,5,2,3,0,0
SP1,2017-12-16,Eibar,Valencia,2,1,H,15,7,3,3,5,6,1,4,0,0
SP1,2017-12-16,Ath Bilbao,Sociedad,0,0,D,7,10,1,2,6,6,3,0,0,0
SP1,2017-12-16,Ath Madrid,Alaves,1,0,H,10,11,4,0,4,4,3,4,0,0
SP1,2017-12-17,Barcelona,La Coruna,4,0,H,23,10,11,3,6,3,0,1,0,0
SP1,2017-12-17,Celta,Villarreal,0,1,A,10,8,3,5,2,2,1,3,0,0
SP1,2017-12-17,Girona,Getafe,1,0,H,9,7,2,0,1,7,2,6,0,0
SP1,2017-12-17,Las Palmas,Espanol,2,2,D,14,8,5,3,9,2,3,3,0,0
SP1,2017-12-18,Malaga,Betis,0,2,A,18,10,2,4,3,4,2,2,1,0
SP1,2017-12-19,Levante,Leganes,0,0,D,10,10,3,2,6,5,6,6,1,1
SP1,2017-12-20,Getafe,Las Palmas,2,0,H,13,17,7,6,3,1,3,1,0,0
SP1,2017-12-20,Sociedad,Sevilla,3,1,H,14,9,5,4,4,5,1,5,0,0
SP1,2017-12-21,Alaves,Malaga,1,0,H,10,10,5,3,4,4,3,4,0,0
SP1,2017-12-21,Eibar,Girona,4,1,H,16,6,6,1,3,2,1,2,0,0
SP1,2017-12-22,Espanol,Ath Madrid,1,0,H,7,9,4,1,2,3,2,5,0,0
SP1,2017-12-22,Betis,Ath Bilbao,0,2,A,16,19,6,7,6,9,1,2,1,0
SP1,2017-12-23,Valencia,Villarreal,0,1,A,22,9,3,2,14,1,7,5,1,1
SP1,2017-12-23,Real Madrid,Barcelona,0,3,A,14,18,5,11,7,7,2,2,1,0
SP1,2017-12-23,La Coruna,Celta,1,3,A,15,7,4,3,3,1,2,2,0,0
SP1,2018-01-13,Real Madrid,Villarreal,0,1,A,28,10,7,4,11,0,2,1,0,0
SP1,2018-01-13,La Coruna,Valencia,1,2,A,12,12,2,5,8,10,2,1,0,0
SP1,2018-01-13,Eibar,Ath Madrid,0,1,A,11,7,4,3,9,1,2,1,0,0
